data,label
"['\n\t\t The algorithmfirstinitializes P(ax,^m) and then iterativelyupdates the values of P(ax,^m) until itconverges . \n\t', '\n\t\t Whenthe algorithm converges , P(ax,^m) gives the matching probabilities betweenthe referentnode ax and the referringnode ^m thatmaximizes the overall compatibilityfunction . \n\t', '\n\t\t Given this probability matrix , the systemis able to assign the most probable referent(s) to each referring expression . \n\t', '\n\t\t 3.2 Similarity Functions As showninEquation ( 1 ) , the overall compatibility between areferringgraphand a referentgraphdepends onthe node similari ty ) , ^mn Similarly , the second graph , called the referent graph , represents all potential referents from multiple sources ( e.g. , from the last conversation , gestured by the user , etc ) . \n\t', '\n\t\t Each node captures the semantic and temporal information about a potential referent ( e.g. , the time when the potential referent is selected by a gesture ) . \n\t', '\n\t\t Each edge captures the semantic and temporal relations between two potential referents . \n\t', '\n\t\t For instance , suppose the user points to one position and then points to another position . \n\t', '\n\t\t The corresponding referent graph is shown in Figure 3 . \n\t', '\n\t\t The objects inside the first dashed rectangle correspond to the potential referents selected by the first pointing gesture and those inside the second dashed rectangle correspond to the second pointing gesture . \n\t', '\n\t\t Each node also contains a probability that indicates the likelihood of its corresponding object being selected by the gesture . \n\t', '\n\t\t Furthermore , the salient objects from the prior conversation are also included in the referent graph since they could also be the potential referents ( e.g. , the rightmost dashed rectangle in Figure 32 ) . \n\t', '\n\t\t To create these graphs , we apply a grammar- based natural language parser to process speech inputs and a gesture recognition component to process gestures . \n\t', '\n\t\t The details are described in \n\t\t']",Positive
"['\n\t\t 2 Each node from the conversation context is linked to every node corresponding to the first pointing and the second pointing . \n\t', '\n\t\t function and the edge similarity function . \n\t', '\n\t\t Next we give a detailed account of how we defined these functions . \n\t', '\n\t\t Our focus here is not on the actual definitions of those functions ( since they may vary for different applications ) , but rather a mechanism that leads to competition and ranking of constraints . \n\t', '\n\t\t Node Similarity Function Given a referring expression ( represented as am in the referring graph ) and a potential referent ( represented as ax in the referent graph ) , the node similarity function is defined based on the semantic and temporal information captured in ax and am through a set of individual compatibility functions : NodeSim(ax,am) = Id(ax,am) SemType(ax,am) rlk Attrk(ax,am) Temp(ax,am) Currently , in our system , the specific return values for these functions are empirically determined through iterative regression tests . \n\t', '\n\t\t Id(a,,,am) captures the constraint of the compatibilities between identifiers specified in ax and am . \n\t', '\n\t\t It indicates that the identifier of the potential referent , as expressed in a referring expression , should match the identifier of the true referent . \n\t', '\n\t\t This is particularly useful for resolving proper nouns . \n\t', '\n\t\t For example , if the referring expression is house number eight , then the correct referent should have the identifier number eight . \n\t', '\n\t\t We currently define this constraint as follows : Id(ax,am) = 0 if the object identities of ax and am are different . \n\t', '\n\t\t Id(ax,am) = 100 if they are the same . \n\t', '\n\t\t Id(ax,am) = 1 if at least one of the identities of ax and am is unknown . \n\t', '\n\t\t The different return values enforce that a large reward is given to the case where the identifiers from the referring expressions match the identifiers from the potential referents . \n\t', '\n\t\t SemType(a,,,am) captures the constraint of semantic type compatibility between ax and am . \n\t', '\n\t\t It indicates that the semantic type of a potential referent as expressed in the referring expression should match the semantic type of the correct referent . \n\t', '\n\t\t We define the following : SemType(ax,am) = 0 if the semantic types of ax and am are different . \n\t', '\n\t\t SemType(ax,am) = 1 if they are the same . \n\t', '\n\t\t SemType(ax,am) = 0.5 if at least one of the semantic types of ax and am is unknown . \n\t', '\n\t\t Note that the return value given to the case where semantic types are the same ( i.e. , \x931\x94 ) is much lower than that given to the case where identifiers are the same ( i.e. , \x93100\x94 ) . \n\t', '\n\t\t This was designed to support constraint ranking . \n\t', '\n\t\t Our assumption is that the constraint on identifiers is more important than the constraint on semantic types . \n\t', '\n\t\t Because identifiers are usually unique , the corresponding constraint is a greater indicator of node matching if the identifier expressed from a referring expression matches the identifier of a potential referent . \n\t', '\n\t\t Attrk(a,,,am) captures the domain specific constraint concerning a particular semantic feature ( indicated by the subscription k ) . \n\t', '\n\t\t This constraint indicates that the expected features of a potential referent as expressed in a referring expression should be compatible with features associated with the true referent . \n\t', '\n\t\t For example , in the referring expression the Victorian house , the style feature is Victorian . \n\t', '\n\t\t Therefore , an object can only be a possible referent if the style of that object is Victorian . \n\t', '\n\t\t Thus , we define the following : Ak(ax,am) = 1 if both ax and am share the kth feature with the same value . \n\t', '\n\t\t Ak(ax,am) = 0 if both ax and am have the feature k and the values of the feature k are not equal . \n\t', '\n\t\t Otherwise , when the kth feature is not present in either ax or am , then Ak ( ax,am ) = 0.1 . \n\t', '\n\t\t Note that these feature constraints are dependent on the specific domain model for a particular application . \n\t', '\n\t\t Temp(a,,,am) captures the temporal constraint between a referring expression am and a potential referent ax . \n\t', '\n\t\t As discussed in Section 2 , a hard constraint concerning temporal relations between referring expressions and gestures will be incapable of handling the flexibility of user temporal alignment behavior . \n\t', '\n\t\t Thus the temporal constraint in our approach is a graded constraint , which is defined as follows : |BeginTime(ax) - BeginTime(am) 2000 This constraint indicates that the closer a referring expression and a potential referent in terms of their temporal alignment ( regardless of the absolute precedence relationship ) , the more compatible they are . \n\t', '\n\t\t Edge Similarity Function The edge similarity function measures the compatibility of relations held between referring expressions ( i.e. , an edge ymn in the referring graph ) Temp(ax,aj = exp(- ) and relations between the potential referents ( i.e. , an edge rxy in the referent graph ) . \n\t', '\n\t\t It is defined by two individual compatibility functions as follows : EdgeSim(rxy , ym\x84 ) = SemType(rxy , ym\x84 ) Temp(rxy , ym\x84 ) SemType(rxy , ymn ) encodes the semantic type compatibility between an edge in the referring graph and an edge in the referent graph . \n\t', '\n\t\t It is defined in Table 2 . \n\t', '\n\t\t This constraint indicates that the relation held between referring expressions should be compatible with the relation held between two correct referents . \n\t', '\n\t\t For example , consider the utterance How much is this green house and this blue house . \n\t', '\n\t\t This utterance indicates that the referent to the first expression this green house should share the same semantic type as the referent to the second expression this blue house . \n\t', '\n\t\t As shown in Table 2 , if the semantic type relations of rxy and ym\x84 are the same , SemType(rxy , ym\x84 ) returns 1 . \n\t', '\n\t\t If they are different , SemType(rxy , ym\x84 ) returns zero . \n\t', '\n\t\t If either rxy or ym\x84 is unknown , then it returns 0.5 . \n\t', '\n\t\t Temp(rxy , ymn ) captures the temporal compatibility between an edge in the referring graph and an edge in the referent graph . \n\t', '\n\t\t It is defined in Table 3 . \n\t', '\n\t\t This constraint indicates that the temporal relationship between two referring expressions ( in one utterance ) should be compatible with the relations of their corresponding referents as they are introduced into the context ( e.g. , through gesture ) . \n\t', '\n\t\t The temporal relation between referring expressions ( i.e. , ym\x84 ) is either Precede or Concurrent . \n\t', '\n\t\t If the temporal relations of rxy and ym\x84 are the same , then Temp(rxy , ym\x84 ) returns 1 . \n\t', '\n\t\t Because potential references could come from prior conversation , even if rxy and ym\x84 are not the same , the function does not return zero when ym\x84 is Precede . \n\t', '\n\t\t Next , we discuss how these definitions and the process of graph matching address optimization , in particular , with respect to key principles of Optimality Theory for natural language interpretation . \n\t', '\n\t\t 3.3 Optimality Theory Optimality Theory ( OT ) is a theory of language and grammar , developed by Alan Prince and Paul Smolensky \n\t\t']",Positive
"['\n\t\t In Optimality Theory , a grammar consists of a set of well-formed constraints . \n\t', '\n\t\t These constraints are applied simultaneously to identify linguistic SemType(rxy , ym\x84 ) rxy Same Different Unknown ym\x84 Same 1 0 0.5 Different 0 1 0.5 Unknown 0.5 0.5 0.5 Table 2 : Definition of SemType(rxy , ym\x84 ) Temp(rxy , ym\x84 ) rxy Preceding Concurrent Non-concurrent Unknown ym\x84 Precede 1 0.5 0.7 0.5 Concurrent 0 1 0 0.5 Table 3 : Definition of Temp(rxy , ym\x84 ) structures . \n\t', '\n\t\t Optimality Theory does not restrict the content of the constraints \n\t\t']",Positive
"['\n\t\t An innovation of Optimality Theory is the conception of these constraints as soft , which means violable and conflicting . \n\t', '\n\t\t The interpretation that arises for an utterance within a certain context maximizes the degree of constraint satisfaction and is consequently the best alternative ( hence , optimal interpretation ) among the set of possible interpretations . \n\t', '\n\t\t The key principles or components of Optimality Theory can be summarized as the following three components \n\t\t']",Positive
"['\n\t\t 2 ) From the set of candidate output , Evaluator selects the optimal output for that input . \n\t', '\n\t\t 3 ) There is a strict dominance in term of the ranking of constraints . \n\t', '\n\t\t Constraints are absolute and the ranking of the constraints is strict in the sense that outputs that have at least one violation of a higher ranked constraint outrank outputs that have arbitrarily many violations of lower ranked constraints . \n\t', '\n\t\t Although Optimality Theory is a grammar-based framework for natural language processing , its key principles can be applied to other representations . \n\t', '\n\t\t At a surface level , our approach addresses these main principles . \n\t', '\n\t\t First , in our approach , the matching matrix P(ax,am) captures the probabilities of all the possible matches between a referring node am and a referent node ax . \n\t', '\n\t\t The matching process updates these probabilities iteratively . \n\t', '\n\t\t This process corresponds to the Generator component in Optimality Theory . \n\t', '\n\t\t Second , in our approach , the satisfaction or violation of constraints is implemented via return values of compatibility functions . \n\t', '\n\t\t These G1 : No Gesture G2 : One Gesture G3 : Multi- Gestures Total Num S1:No referring expression 1(1) , 3(1) , 0 4(2) , 0(0) 0(0) 0(0) S2 : One referring expression 6(4) , 96(89) , 8(7) , 110(90) , 5(2) 58(21) 11(2) 74(25) S3 : Multiple referring expressions 0(0) , 3(1) , 12(8) , 15(9) , 1(0) 7(1) 8(0) 16(1) Total Num 7(5) , 102(91) , 20(15) , 129(111) 6(2) 65(22) 19(2) 90(26) Table 4 : Evaluation Results . \n\t', '\n\t\t In each entry form \x93a(b) , c(d)\x94 , \x93a\x94 indicates the number of inputs in which the referring expressions were correctly recognized by the speech recognizer ; \x93b\x94 indicates the number of inputs in which the referring expressions were correctly recognized and were correctly resolved ; \x93c\x94 indicates the number of inputs in which the referring expressions were not correctly recognized ; \x93d\x94 indicates the number of inputs in which the referring expressions also were not correctly recognized , but were correctly resolved . \n\t', '\n\t\t The sum of \x93a\x94 and \x93c\x94 gives the total number of inputs with a particular combination of speech and gesture . \n\t', '\n\t\t constraints can be violated during the matching process . \n\t', '\n\t\t For example , functions Id(ax,an) , SenType(ax,an) , and Attrk(ax,an) return zero if the corresponding intended constraints are violated . \n\t', '\n\t\t In this case , the overall similarity function will return zero . \n\t', '\n\t\t However , because of the iterative updating nature of the matching algorithm , the system will still find the most optimal match as a result of the matching process even some constraints are violated . \n\t', '\n\t\t Furthermore , A function that never returns zero such as Tenp(ax , an ) in the node similarity function implements a gradient constraint in Optimality Theory . \n\t', '\n\t\t Given these compatibility functions , the graph-matching algorithm provides an optimization process to find the best match between two graphs . \n\t', '\n\t\t This process corresponds to the Evaluator component of Optimality Theory . \n\t', '\n\t\t Third , in our approach , different compatibility functions return different values to address the Constraint Ranking component in Optimality Theory . \n\t', '\n\t\t For example , as discussed earlier , once ax and an share the same identifier , Id(ax,an) returns 100 . \n\t', '\n\t\t If ax and an share the same semantic type , SenType(ax,an) returns 1 . \n\t', '\n\t\t Here , we consider the compatibility between identifiers is more important than the compatibility between semantic types . \n\t', '\n\t\t However , currently we have not yet addressed the strict dominance aspect of Optimality Theory . \n\t', '\n\t\t 3.4 Evaluation We conducted several user studies to evaluate the performance of this approach . \n\t', '\n\t\t Users could interact with our system using both speech and deictic gestures . \n\t', '\n\t\t Each subject was asked to complete five tasks . \n\t', '\n\t\t For example , one task was to find the cheapest house in the most populated town . \n\t', '\n\t\t Data from eleven subjects was collected and analyzed . \n\t', '\n\t\t Table 4 shows the evaluation results of 219 inputs . \n\t', '\n\t\t These inputs were categorized in terms of the number of referring expressions in the speech input and the number of gestures in the gesture inputs . \n\t', '\n\t\t Out of the total 219 inputs , 137 inputs had their referents correctly interpreted . \n\t', '\n\t\t For the remaining 82 inputs in which the referents were not correctly identified , the problem did not come from the approach itself , but rather from other sources such as speech recognition and language understanding errors . \n\t', '\n\t\t These were two major error sources , which were accounted for 55 % and 20 % of total errors respectively \n\t\t']",Positive
"['\n\t\t In our studies , the majority of user references were simple in that they involved only one referring expression and one gesture as in earlier findings \n\t\t']",Positive
"['\n\t\t It is trivial for our approach to handle these simple inputs since the size of the graph is usually very small and there is only one node in the referring graph . \n\t', '\n\t\t However , we did find 23 % complex inputs ( the row S3 and the column G3 in Table 4 ) , which involved multiple referring expressions from speech utterances and/or multiple gestures . \n\t', '\n\t\t Our optimization approach is particularly effective to interpret these complex inputs by simultaneously considering semantic , temporal , and contextual constraints . \n\t', '\n\t\t 4 Conclusion As in natural language interpretation addressed by Optimality Theory , the idea of optimizing constraints is beneficial and there is evidence in favor of competition and constraint ranking in multimodal language interpretation . \n\t', '\n\t\t We developed a graph-based approach to address optimization for multimodal interpretation ; in particular , interpreting multimodal references . \n\t', '\n\t\t Our approach simultaneously applies temporal , semantic , and contextual constraints together and achieves the best interpretation among all alternatives . \n\t', '\n\t\t Although currently the referent graph corresponds to gesture input and conversation context , it can be easily extended to incorporate other modalities such as gaze inputs . \n\t', '\n\t\t We have only taken an initial step to investigate optimization for multimodal language processing . \n\t', '\n\t\t Although preliminary studies have shown the effectiveness of the optimization approach based on graph matching , this approach also has its limitations . \n\t', '\n\t\t The graph-matching problem is a NP complete problem and it can become intractable once the size of the graph is increased . \n\t', '\n\t\t However , we have not experienced the delay of system responses during real-time user studies . \n\t', '\n\t\t This is because most user inputs were relatively concise ( they contained no more than four referring expressions ) . \n\t', '\n\t\t This brevity limited the size of the graphs and thus provided an opportunity for such an approach to be effective . \n\t', '\n\t\t Our future work will address how to extend this approach to optimize the overall interpretation of user multimodal inputs . \n\t', '\n\t\t Acknowledgements This work was partially supported by grant IIS0347548 from the National Science Foundation and grant IRGP-03-42111 from Michigan State University . \n\t', '\n\t\t The authors would like to thank John Hale and anonymous reviewers for their helpful comments and suggestions . \n\t', '\n\t\t References Bolt , R.A. 1980 . \n\t', '\n\t\t Put that there : Voice and Gesture at the Graphics Interface . \n\t', '\n\t\t Computer Graphics , 14(3) : 262-270 . \n\t', '\n\t\t Blutner , R. , 1998 . \n\t', '\n\t\t Some Aspects of Optimality In Natural Language Interpretation . \n\t', '\n\t\t Journal of Semantics , 17 , 189-216 . \n\t', '\n\t\t Cassell , J. , Bickmore , T. , Billinghurst , M. , Campbell , L. , Chang , K. , Vilhjalmsson , H. and Yan , H. 1999 . \n\t', '\n\t\t Embodiment in Conversational Interfaces : Rea . \n\t', ""\n\t\t In Proceedings of the CHI'99 Conference , 520-527 . \n\t"", '\n\t\t Chai , J. , Prasov , Z , and Hong , P. 2004b . \n\t', '\n\t\t Performance Evaluation and Error Analysis for Multimodal Reference Resolution in a Conversational System . \n\t', '\n\t\t Proceedings of HLTNAACL 2004 ( Companion Volumn ) . \n\t', '\n\t\t Chai , J. Y. , Hong , P. , and Zhou , M. X. 2004a . \n\t', '\n\t\t A Probabilistic Approach to Reference Resolution in Multimodal User Interfaces , Proceedings of 9th International Conference on Intelligent User Interfaces ( IUI ) : 70-77 . \n\t', '\n\t\t Chai , J. , Pan , S. , Zhou , M. , and Houck , K. 2002 . \n\t', '\n\t\t Context- based Multimodal Interpretation in Conversational Systems . \n\t', '\n\t\t Fourth International Conference on Multimodal Interfaces . \n\t', '\n\t\t Cohen , P. , Johnston , M. , McGee , D. , Oviatt , S. , Pittman , J. , Smith , I. , Chen , L. , and Clow , J. 1996 . \n\t', '\n\t\t Quickset : Multimodal Interaction for Distributed Applications . \n\t', '\n\t\t Proceedings of ACM Multimedia . \n\t', '\n\t\t Eisner , Jason . \n\t', '\n\t\t 1997. Efficient Generation in Primitive Optimality Theory . \n\t', '\n\t\t Proceedings of ACL\x9297 . \n\t', '\n\t\t Gold , S. and Rangarajan , A. 1996 . \n\t', '\n\t\t A Graduated Assignment Algorithm for Graph-matching . \n\t', '\n\t\t IEEE Trans . \n\t', '\n\t\t Pattern Analysis and Machine Intelligence , vol. 18 , no . \n\t', '\n\t\t 4. Gustafson , J. , Bell , L. , Beskow , J. , Boye J. , Carlson , R. , Edlund , J. , Granstrom , B. , House D. , and Wiren , M. 2000 . \n\t', '\n\t\t AdApt \x96 a Multimodal Conversational Dialogue System in an Apartment Domain . \n\t', '\n\t\t Proceedings of 6th International Conference on Spoken Language Processing ( ICSLP ) . \n\t', '\n\t\t Johnston , M , Cohen , P. , McGee , D. , Oviatt , S. , Pittman , J. and Smith , I. 1997 . \n\t', '\n\t\t Unification-based Multimodal Integration , Proceedings of ACL\x9297 . \n\t', '\n\t\t Johnston , M. 1998 . \n\t', '\n\t\t Unification-based Multimodal Parsing , Proceedings of COLING -ACL\x9298 . \n\t', '\n\t\t Johnston , M. and Bangalore , S. 2000 . \n\t', '\n\t\t Finite-state Multimodal Parsing and Understanding . \n\t', '\n\t\t Proceedings of COLING\x9200 . \n\t', '\n\t\t Johnston , M. , Bangalore , S. , Visireddy G. , Stent , A. , Ehlen , P. , Walker , M. , Whittaker , S. , and Maloor , P. 2002 . \n\t', '\n\t\t MATCH : An Architecture for Multimodal Dialog Systems , Proceedings of ACL\x9202 , Philadelphia , 376-383 . \n\t', '\n\t\t Kehler , A. 2000 . \n\t', '\n\t\t Cognitive Status and Form of Reference in Multimodal Human-Computer Interaction , Proceedings of AAAI\x9201 , 685-689 . \n\t', '\n\t\t Koons , D. B. , Sparrell , C. J. and Thorisson , K. R. 1993 . \n\t', '\n\t\t Integrating Simultaneous Input from Speech , Gaze , and Hand Gestures . \n\t', '\n\t\t In Intelligent Multimedia Interfaces , M. Maybury , Ed . \n\t', '\n\t\t MIT Press : Menlo Park , CA . \n\t', '\n\t\t Neal , J. G. , and Shapiro , S. C. 1991 . \n\t', '\n\t\t Intelligent Multimedia Interface Technology . \n\t', '\n\t\t In Intelligent User Interfaces , J. Sullivan & S. Tyler , Eds . \n\t', '\n\t\t ACM : New York . \n\t', '\n\t\t Oviatt , S. L. 1996 . \n\t', '\n\t\t Multimodal Interfaces for Dynamic Interactive Maps . \n\t', ""\n\t\t In Proceedings of Conference on Human Factors in Computing Systems : CHI '96 , 95-102 . \n\t"", '\n\t\t Oviatt , S. , DeAngeli , A. , and Kuhn , K. , 1997 . \n\t', ""\n\t\t Integration and Synchronization of Input Modes during Multimodal Human-Computer Interaction , In Proceedings of Conference on Human Factors in Computing Systems : CHI '97 . \n\t"", '\n\t\t Oviatt , S. , Coulston , R. , Tomko , S. , Xiao , B. , Bunsford , R. Wesson , M. , and Carmichael , L. 2003 . \n\t', '\n\t\t Toward a Theory of Organized Multimodal Integration Patterns during Human- Computer Interaction . \n\t', '\n\t\t In Proceedings of Fifth International Conference on Multimodal Interfaces , 44-51 . \n\t', '\n\t\t Prince , A. and Smolensky , P. 1993 . \n\t', '\n\t\t Optimality Theory . \n\t', '\n\t\t Constraint Interaction in Generative Grammar . \n\t', '\n\t\t ROA 537. http://roa.rutgers.edu/view.php3?id=845 . \n\t', '\n\t\t Stent , A. , J. Dowding , J. M. Gawron , E. O. Bratt , and R. Moore . \n\t', '\n\t\t 1999. The Commandtalk Spoken Dialog System . \n\t', '\n\t\t Proceedings of ACL\x9299 , 183\x96190 . \n\t', '\n\t\t Tsai , W.H. and Fu , K.S. 1979 . \n\t', '\n\t\t Error-correcting Isomorphism of Attributed Relational Graphs for Pattern Analysis . \n\t', '\n\t\t IEEE Transactions on Systems , Man and Cybernetics. , vol. 9 . \n\t', '\n\t\t Wahlster , W. , 1998 . \n\t', '\n\t\t User and Discourse Models for Multimodal Communication . \n\t', '\n\t\t Intelligent User Interfaces , M. Maybury and W. Wahlster ( eds . \n\t', '\n\t\t ) , 359-370 . \n\t', '\n\t\t Wu , L. , Oviatt , S. , and Cohen , P. 1999 . \n\t', '\n\t\t Multimodal Integration \x96 A Statistical View , IEEE Transactions on Multimedia , Vol. 1 , No. 4 , 334-341 . \n\t', '\n\t\t Constructivist Development of Grounded Construction Grammars Luc Steels University of Brussels ( VUB AI Lab ) SONY Computer Science Lab - Paris 6 Rue Amyot , 75005 Paris steels@arti.vub.ac.be Abstract The paper reports on progress in building computational models of a constructivist approach to language development . \n\t', '\n\t\t It introduces a formalism for construction grammars and learning strategies based on invention , abduction , and induction . \n\t', '\n\t\t Examples are drawn from experiments exercising the model in situated language games played by embodied artificial agents . \n\t', '\n\t\t 1 Introduction The constructivist approach to language learning proposes that \x94children acquire linguistic competence ( ... ) only gradually , beginning with more concrete linguistic structures based on particular words and morphemes , and then building up to more abstract and productive structures based on various types of linguistic categories , schemas , and constructions.\x94 \n\t\t']",Positive
"['\n\t\t The approach furthermore assumes that language development is ( i ) grounded in cognition because prior to ( or in a co-development with language ) there is an understanding and conceptualisation of scenes in terms of events , objects , roles that objects play in events , and perspectives on the event , and ( ii ) grounded in communication because language learning is intimately embedded in interactions with specific communicative goals . \n\t', '\n\t\t In contrast to the nativist position , defended , for example , by Pinker \n\t\t']",Positive
"['\n\t\t Rather , semantic and syntactic categories as well as the way they are linked is built up in a gradual developmental process , starting from quite specific \x91verb-island constructions\x92 . \n\t', '\n\t\t Although the constructivist approach appears to explain a lot of the known empirical data about child language acquisition , there is so far no worked out model that details how constructivist language development works concretely , i.e. what kind of computational mechanisms are implied and how they work together to achieve adult ( or even child ) level competence . \n\t', '\n\t\t Moreover only little work has been done so far to build computational models for handling the sort of \x92construction grammars\x92 assumed by this approach . \n\t', '\n\t\t Both challenges inform the research discussed in this paper . \n\t', '\n\t\t 2 Abductive Learning In the constructivist literature , there is often the implicit assumption that grammatical development is the result of observational learning , and several research efforts are going on to operationalise this approach for acquiring grounded lexicons and grammars ( see e.g. \n\t\t']",Positive
"['\n\t\t The agents are given pairs with a real world situation , as perceived by the sensori-motor apparatus , and a language utterance . \n\t', '\n\t\t For example , an image of a ball is shown and at the same time a stretch of speech containing the word \x93ball\x94 . \n\t', '\n\t\t Based on a generalisation process that uses statistical pattern recognition algorithms or neural networks , the learner then gradually extracts what is common between the various situations in which the same word or construction is used , thus progressively building a grounded lexicon and grammar of a language . \n\t', '\n\t\t The observational learning approach has had some success in learning words for objects and acquiring simple grammatical constructions , but there seem to be two inherent limitations . \n\t', '\n\t\t First , there is the well known poverty of the stimulus argument , widely accepted in linguistics , which says that there is not enough data in the sentences normally available to the language learner to arrive at realistic lexicons and grammars , let alone learn at the same time the categorisations and conceptualisations of the world implied by the language . \n\t', '\n\t\t This has lead many linguists to adopt the nativist position mentioned earlier . \n\t', '\n\t\t The nativist position could in principle be integrated in an observational learning framework by introducing strong biases on the generalisation process , incorporating the constraints of universal grammar , but it has been difficult to identify and operationalise enough of these constraints to do concrete experiments in realistic settings . \n\t', '\n\t\t Second , observational learning assumes that the language system ( lexicon and grammar ) exists as a fixed static system . \n\t', '\n\t\t However , observations of language in use shows that language users constantly align their language conventions to suit the purposes of specific conversations \n\t\t']",Positive
"['\n\t\t Natural languages therefore appear more to be like complex adaptive systems , similar to living systems that constantly adapt and evolve . \n\t', '\n\t\t This makes it difficult to rely exclusively on statistical generalisation . \n\t', '\n\t\t It does not capture the inherently creative nature of language use . \n\t', '\n\t\t This paper explores an alternative approach , which assumes a much more active stance from language users based on the Peircian notion of abduction \n\t\t']",Positive
"['\n\t\t The speaker first attempts to use constructions from his existing inventory to express whatever he wants to express . \n\t', '\n\t\t However when that fails or is judged unsatisfactory , the speaker may extend his existing repertoire by inventing new constructions . \n\t', '\n\t\t These new constructions should be such that there is a high chance that the hearer may be able to guess their meaning . \n\t', '\n\t\t The hearer also uses as much as possible constructions stored in his own inventory to make sense of what is being said . \n\t', '\n\t\t But when there are unknown constructions , or the meanings do not fit with the situation being talked about , the hearer makes an educated guess about what the meaning of the unknown language constructions could be , and adds them as new hypotheses to his own inventory . \n\t', '\n\t\t Abductive constructivist learning hence relies crucially on the fact that both agents have sufficient common ground , share the same situation , have established joint attention , and share communicative goals . \n\t', '\n\t\t Both speaker and hearer use themselves as models of the other in order to guess how the other one will interpret a sentence or why the speaker says things in a particular way . \n\t', '\n\t\t Because both speaker and hearer are taking risks making abductive leaps , a third activity is needed , namely induction , not in the sense of statistical generalisation as in observational learning but in the sense of Peirce \n\t\t']",Positive
